"","Code","infos"
"196","MS02","PRINCIPES PHYSIQUES DES CAPTEURS ET INSTRUMENTATION / acquisition de donnees  capteurs  instrumentation / L'UV a pour objectif de donner aux etudiants une culture technologique etendue sur les differents capteurs rencontres en milieu industriel et sur leurs utilisations (metrologie, acquisition de donnees). Les etudiants seront capables de choisir, d'apres les criteres fixes par le cahier des charges, le(s) capteur(s). / Physique / Physique / - acquerir une culture technologique etendue sur les differents capteurs rencontres en milieu industriel et sur leur utilisation (metrologie, acquisition de donnees). - acquerir la competence de comprendre une feuille de specifications de n'importe quel type de capteur. - analyser un systeme de mesure. / - decoder les informations d'une feuille de specifications d'un capteur; - choisir le (les) capteur(s) le(les) mieux approprie(s) pour resoudre un probleme d'instrumentation defini dans un cahier des charges; - conn'aitre la limite d'un mesurage, d'un controle. / NA / La metrologie (erreurs et incertitudes de mesure). Caracteristiques statiques et dynamiques des capteurs. Capteurs piezo-electriques (accelerometre, amplificateurs de charges). Mesure de la temperature (thermocouples, sondes resistives, thermistances). Capteurs optroniques (milieux optiques, sources et detecteurs de lumiere, exemples de mesures sans contact). Capteurs resistifs (capteurs potentiometriques, sondes thermiques, jauges de deformation). Conditionneurs de capteurs passifs (pont de Wheatstone, Sauty, Maxwell). Capteurs capacitifs (plans, cylindriques). Capteurs inductifs (variation d'inductance, transformateur differentiel). Capteurs electromagnetiques (courant de Foucault, effet Hall, codeurs. / Savoir decoder les informations d'une feuille de specifications d'un capteur Etre capable de choisir le (les) capteur(s) le(les) mieux approprie(s) pour resoudre un probleme d'instrumentation defini dans un cahier des charges Conn'aitre la limite d'un mesurage, d'un controle"
"197","MS03","ATELIER PROJET EN ACOUSTIQUE ET VIBRATIONS / Methodes experimentales Vibrations Acoustique Vibro-acoustique / Apres une initiation aux methodes experimentales avancees en acoustique et vibrations, cette UV se developpe sous le format d'un atelier projet, en reponse à un cahier des charges soumis par un partenaire industriel. Les etudiants realisent en autonomie une etude experimentale dont les resultats pourront être confrontes à des resultats issus de simulation. / Mecanique appliquee / Acoustique, son, lutte contre le bruit / A l&#8217;issue de l&#8217;enseignement les etudiants seront capables de m'aitriser les outils experimentaux les plus recents en acoustique et vibrations, qu&#8217;ils sont susceptibles de rencontrer dans l&#8217;industrie (exemple : vibrometre laser a<U+00A0> balayage, outil d&#8217;analyse modale, &#8230;) et d'autre part de confronter les resultats de mesure avec ceux issus de simulations. / - Conn'aitre par la pratique les methodes et outils de mesure en acoustique et vibrations - Comprendre par la pratique sur des cas concrets les phenomenes physiques enseignes en acoustique et vibrations - Analyser des documents techniques - Realiser et instrumenter des montages experimentaux - Programmer sous Matlab des modeles analytiques - Realiser des mesures avec l&#8217;instrumentation dediee (analyseur de spectre multivoies, microphone, sonde intensimetrique, accelerometre,&#8230;) - Analyser et confronter les resultats - Mettre en evidence les resultats importants de son travail / - travailler en groupe - concevoir et mener un projet dans un temps limite - faire partager aux autres les acquis du travail realise - rediger un rapport - presenter en public son travail en un temps court - developper l'esprit de synthese / Le programme du semestre se compose de deux parties (travail en groupe de 2-3 etudiants) : - Initiation aux methodes avancees en acoustique et vibrations : vibrometrie laser, analyse modale, isolation acoustique - Mise en oeuvre des methodes pour repondre a<U+00A0> un cahier des charges industriel / Conn'aitre par la pratique les methodes et outils de mesure en acoustique et vibrations (intensimetrie, vibrometrie laser, analyse modale, caracterisation des materiaux acoustiques, affaiblissement d&#8217;une paroi, perte par transmission de silencieux&#8230;) que le futur ingenieur sera amene a<U+00A0> rencontrer dans sa vie professionnelle. Comprendre par la pratique sur des cas concrets les phenomenes physiques enseignes (vibrations de structure, transparence de paroi, mesures de puissance de machines, propagation en conduit, silencieux...) et a<U+00A0> avoir un regard critique des resultats. A l&#8217;issue de la formation, l&#8217;etudiant sera capable de: - Analyser des documents techniques - Realiser et instrumenter des montages experimentaux - Programmer sous Matlab des modeles analytiques - Realiser des mesures avec l&#8217;instrumentation dediee (analyseur de spectre multivoies, microphone, sonde intensimetrique, accelerometre,&#8230;) - Analyser et confronter les resultats - Mettre en evidence les resultats importants de son travail"
"198","MT09","ANALYSE NUMÉRIQUE / systemes lineaires moindres carres equations non-lineaires interpolation integration numerique equations differentielles / l'analyse numerique est un outil essentiel pour l'ingenieur. l'objectif de l'UV est de faire prendre conscience aux etudiants que la simulation de la majorite des phenomenes reels conduit à des modeles dont la resolution mathematique exacte est impossible. On est donc conduit à chercher des solutions approchees par des algorithmes numeriques que l'on programme sur ordinateur. / Modelisation et simulation / Analyse numerique appliquee et resolution / - programmer des algorithmes simples pour bien comprendre les principes des methodes numeriques sans chercher la sophistication professionnelle des logiciels de bibliotheques; - utiliser intelligemment des logiciels existants, par exemple pouvoir construire un logiciel a<U+00A0> partir de briques prises dans des bibliotheques; - sensibiliser les etudiants a<U+00A0> l'importance des outils permettant d'entrer des donnees complexes et d'editer des resultats volumineux. / - conn'aitre les algorithmes classiques permettant de calculer les solutions numeriques des systemes d'equations lineaires ou non lineaires, des equations differentielles; - faire la difference entre une methode directe ou une methode iterative (convergence, test d'arret) de resolution. - connaitre les limites des algorithmes utilises (erreur, conditionnement, problemes mal poses). - dominer un langage interprete ou compile comme Scilab (ou Matlab). - choisir une approximation efficace pour lisser des donnees experimentales. / NA / Pour MA09, on rappellera la definition des valeurs et vecteurs propres. Pour calculer numeriquement quelques valeurs propres, on presentera la methode de la puissance iteree et iteree inverse. Pour MB09 seulement, l'algorithme QR sera developpe. / Conn'aitre les algorithmes classiques permettant de calculer les solutions numeriques des systemes d'equations lineaires ou non lineaires, des equations differentielles. Faire la difference entre une methode directe ou une methode iterative (convergence, test d'arret) de resolution. Avoir compris les limites des algorithmes utilises (erreur, conditionnement, problemes mal poses). Dominer un langage interprete ou compile comme Scilab (ou Matlab). Savoir choisir une approximation efficace pour lisser des donnees experimentales."
"199","MT10","STRUCTURES, CALCUL FORMEL ET ALGORITHMES / groupes arithmetique corps polynomes calcul formel anneaux cryptographie factorisation corps finis courbes elliptiques / Les structures fondamentales de l'algebre (groupes, anneaux, corps) sont presentees et mises en pratique par le calcul formel (SageMath, ou Python, en TP), via des algorithmes (exponentiation modulaire, Euclide, Pollard, ...). A l'issue de l'enseignement, l'etudiant sera capable de mobiliser les structures fondamentales de l'algebre pour la conception d'algorithmes de cryptographie et de codage. / Mathematiques / Arithmetique / - mobiliser les structures fondamentales de l'algebre pour la conception d'algorithmes de cryptographie et de codage. / - identifier les structures de bases et leurs morphismes; - utiliser les structures quotients (ex: constructions de Z/NZ, d'isomorphismes, de corps finis); - utiliser les notions d'arithmetiques et leur generalisation dans les anneaux; - expliquer le fonctionnement de RSA et en proposer une implementation en Python (via Sage); - construire un corps fini de cardinal prescrit et en proposer une implementation en Python (via Sage); - appliquer le calcul dans des corps finis a<U+00A0> la conception de code correcteur d'erreurs (ex: Reed-Solomon); - calculer sur des courbes elliptiques. / - programmer en Python des algorithmes d'arithmetique (ex: Euclide etendu, exponentiation modulaire) / Groupes, anneaux et corps, corps finis. Applications: arithmetique, cryptographie, RSA, factorisation, tests de primalite, courbes elliptiques. / NA"
"200","MT11","RÉVISION D'ANALYSE ET D'ALGÈBRE / Algebre Geometrie Analyse / L'UV propose une synthese des mathematiques du premier cycle : fonctions d'une ou plusieurs variables, courbes et surfaces, integrales simples et multiples, equations differentielles, bases de l'algebre lineaire. L'enseignement se presente sous forme d'un cours-TD fonde sur un document integrant cours et exercices. / Mathematiques / Fondamentaux / NA / NA / NA / - Fonctions de plusieurs variables - Courbes et surfaces - Integrales simples - Equations differentielles - Integrales doubles - Integrales triples - Integrales curvilignes - Algebre lineaire / M'aitrise satisfaisante de l'outil mathematique.Retrouver une familiarite avec la necessite de demonstration."
"201","MT12","TECHNIQUES MATHÉMATIQUES POUR L'INGÉNIEUR / Modelisation, Distribution Convolution, Optimisation Series de Fourier Transformee en ondelettes Transformees de Fourier et Laplace / L'UV presente les mathematiques de base utiles pour l'ingenieur de toute branche de l'UTC. En particulier les principes de modelisation et explique les mathematiques necessaires pour comprendre de nombreux phenomenes physiques et mecaniques : les distributions, les series de Fourier, la convolution, les transformees de Fourier et Laplace et quelques elements d'ondelettes. / Mathematiques / Analyse / mettre en oeuvre les modeles mathematiques pour l'ingenieur faisant appel aux mathematiques deterministes. / - utiliser les distributions, la convolution, les series de Fourier, les transformees de Fourier et les transformees Laplace pour les equations differentiels, le traitement du signal, l'optimisation, la simulation et les probabilites. / - resoudre un probleme concret, par exemple, probleme de transfere de chaleur, vibration d'un corps, etc., - rediger un mini-rapport de compte-rendu du probleme donne, - presenter leurs travaux. / Partie theorique: Mesure et integration, distributions, Fourier periodique, Fourier. Partie pratique: Evaluation d'integrales par le calcul formel (Wolfram Integrator, Symbolic toolbox) et par une approximation numerique; calcul de spectre, phenomene de Gibbs, filtrage, resolution d'EDP type equation de la chaleur ou des cordes dans des domaines simples ... (avec Matlab ou scilab). / Faire evoluer la nature d'un probleme (TRANSFORMER) Trouver une solution, extraire une information cachee (RESOUDRE) Trouver une solution au mieux dans un eventail de possibles (OPTIMISER)"
"202","MU01","PRATIQUE INSTRUMENTALE D'ENSEMBLE / musique instrument orchestre / Cette UV vise à permettre, aux etudiants ayant dejà une maitrise de leur instrument, de pratiquer collectivement cet instrument et de developper leurs competences. / Sciences humaines et sociales / Sciences humaines et sociales / NA / - developper et partager des croisements de connaissances (instrumentation, organologie...) - maitriser des parametres de la pratique collective - elargir son champ de capacites d'ecoute - enrichir la culture musicale de l'etudiant par la decouverte de nouveaux repertoires - etre acteur de sa propre partition et de celles de ses partenaires par le travail d'adaptation, de transcription et d'arrangement. / NA / Participation aux ensembles de musique de chambre ou d'orchestre. / Avoir ameliore son niveau sur certains points definis en debut de cursus."
"203","MU03","PRATIQUE COLLECTIVE DES MUSIQUES CONTEMPORAINES / Pratique collective Jazz Improvisation / cette UV permettra une pratique collective des musiques ecrites et improvisees s'inscrivant dans une esthetique de notre temps, principalement le jazz.Cela permettra de developper les techniques d'interpretation et d'improvisation. / Sciences humaines et sociales / Sciences humaines et sociales / maintenir son niveau d'excellence de pratique instrumentale et d'improvisation jazz ; et l'ameliorer par de nouveaux acquis de technique d'interpretation a<U+00A0> l'aide d'enseignants specialises. / NA / NA / Cours de pratique instrumentale dans la specialite de l'etudiant, et participation a<U+00A0> une formation de jazz de l'UTC. / Avoir ameliore son niveau sur certains points definis en debut de cursus et avoir participe a un travail en orchestre de Jazz."
"204","NA05","COMPÉTENCES NUMÉRIQUES / Bureautique apprentissage collaboratif droit  creation de pages web / Preparation en autonomie et passage en fin de semestre de la certification nationale PIX. Aucun cours, ni TD ou TP. Uniquement une epreuve finale en salle (PIX) et des entrainements en ligne durant le semestre. Une information generale lors du cours de NF05 la semaine de rentree. / Informatique / Fondamentaux / PIX (https://pix.fr/) est une certification fran<e7>aise dispensee dans les universites pour attester de competences numeriques, dans la m'aitrise des outils informatiques et reseaux. Elle est instituee dans le but de developper, de renforcer et de valider la m'aitrise des technologies de l'information et de la communication par les etudiants en formation dans les etablissements d'enseignement superieur. Ce n'est pas un diplome mais une certification. (source wikipedia). L'objectif de l'UV est de preparer et faire passer cette certification PIX / NA / NA / D1 Travailler dans un environnement numerique D1.1 Organiser un espace de travail complexe D1.2 Securiser son espace de travail local et distant D1.3 Tenir compte des enjeux de l'interoperabilite D1.4 Perenniser ses donnees D2 Etre responsable a<U+00A0> l'ere du numerique D2.1 M'aitriser son identite numerique privee, institutionnelle et professionnelle D2.2 Veiller a<U+00A0> la protection de la vie privee et des donnees a<U+00A0> caractere personnel. D2.3 a<U+008A>tre responsable face aux reglementations concernant l'utilisation de ressources numeriques D2.4 Adopter les regles de bon usage du numerique D3 Produire, traiter, exploiter et diffuser des documents numeriques D3.1 Structurer et mettre en forme un document D3.2 Inserer des informations generees automatiquement D3.3 Realiser un document composite D3.4 Exploiter des donnees dans des feuilles de calcul D3.5 Adapter un document pour le diffuser D4 Organiser la recherche numerique d'informations D4.1 Chercher de l'information avec une demarche adaptee D4.2 Evaluer le resultat d'une recherche D4.3 Referencer une information numerique en ligne D4.4 Organiser une veille informationnelle D5 Travailler en reseau, communiquer et collaborer D5.1 Communiquer avec un ou plusieurs interlocuteurs D5.2 Organiser l'activite en ligne d'un groupe D5.3 Elaborer une production dans un contexte collaboratif / La Formation est essentiellement a<U+00A0> distance, avec quelques regroupements en presence (5 fois 4 heures) pour les travaux pratiques. Un seul cours est assure en presence, lors de la semaine de la rentree. Les examens se font sur ordinateur (epreuve theorique et pratique), en salle machine UTC, lors de la semaine des examens finaux. Plusieurs travaux pratiques entrent dans l'evaluation de l'UV (seances de TP en presence), afin de preparer les etudiants aux epreuves theoriques et pratiques qui auront lieu en fin de semestre, sur machine. Les conditions d'attribution de l'UV seront les resultats de ces travaux pratiques et la reussite a<U+00A0> la certification (epreuve theorique et pratique) : - Une epreuve theorique (sous forme QCM) pour l'ensemble des neuf modules - Une epreuve pratique (sur machine) dans chacun des neuf modules - Controle continu en TP Nombre de credits : 3 credits ECTS, qui ne compteront pas dans le profil(« UV compteur ») Remarque : l'UV est hors profil pour les branches, mais comptabilisee en Technique pour les TC"
"205","NF02","DU CIRCUIT INTÉGRÉ AU MICROPROCESSEUR / electronique numerique microprocesseurs interfaces programmation assembleur / Cette UV permet d'introduire les notions de base necessaires à la comprehension des principes d'electronique numerique, de l'architecture et du fonctionnement des microprocesseurs. / Informatique / Architecture des ordinateurs / L'objectif de l'UV est la comprehension du materiel, du logiciel et des principes elementaires qui sont a<U+00A0> la base de la realisation des microprocesseurs. La premiere partie presente les outils de base de la logique binaire: circuits combinatoires et sequentiels. L'accent est mis sur differentes applications concretes utilisant les circuits du commerce. La deuxieme partie decrit l'architecture des microprocesseurs, les boa<U+00AE>tiers memoires, la programmation assembleur, la gestion des bus et celle des entrees/sorties paralleles ou serie. Les TP s'articulent autour d'un systeme physique de simulation de circuits, d'un logiciel de CAO en electronique (schema et simulation fonctionnelle) et de programmation assembleur (68HCS12 de Motorola). / - conn'aitre et comprendre les circuits de base de l'electronique numerique; - comprendre le fonctionnement et savoir programmer en assembleur un microprocesseur; - comprendre la necessite et savoir utiliser une interface. / NA / Algebre de Boole, circuits logiques, circuits combinatoires (fonctions et circuits reels) Bascules, Synthese de sequences Compteurs, Registres Concepts de microprocesseur - ex : 68HCS12 Types de memoires, boitiers, MAP de memoire Modes d'adressage : 68HCS12 Catalogue d'instructions de base Interruptions, Programmation et Langages Interfa<e7>age parallele / Conn'aitre et comprendre les circuits de base de l'electronique numerique. Comprendre le fonctionnement et savoir programmer en assembleur un microprocesseur. Comprendre la necessite et savoir utiliser une interface."
"206","NF04","MODÉLISATION NUMÉRIQUE DES PROBLÈMES DE L'INGÉNIEUR / Methode des elements finis Calcul integral et matriciel de base Methode des differences finies / Cette UV presente la description mathematique des problemes de l'ingenieur, la modelisation numerique, la realisation et l'utilisation d'un logiciel industriel (P) ou d'outils sous Matlab (A). Les applications traitent de problemes stationnaires ou non et appliques aux domaines de la thermique, mecanique, acoustique, fluide et phenomene de transport. / Mecanique des solides et des structures / Modelisation mathematique / - fournir, a<U+00A0> l'aide d'outils et de methodes numeriques (differences finies, elements finis), des solutions approchees d'une large gamme de problemes d'ingenieurs relevant de la mecanique des structure, de la thermique, de l'acoustique et des ecoulements potentiels. / - discretiser des modeles mathematiques de problemes d'ingenieurs a<U+00A0> l'aide des methodes de differences finies et elements finis et de techniques specifiques : 1/ Problemes stationnaires 1D et 2D et developpement d'elements specifiques (thermique, mecanique...) 2/ Problemes instationnaires par des approches explicites, implicites et les notions de stabilite numerique liees a<U+00A0> leur usage - identifier les grandes etapes de la structure generale d'un code de calculs par elements finis (matrices elementaires, assemblages, conditions au limites, resolution); - estimer le niveau d'approximation des methodes de calcul employees pour l'encadrer voire le diminuer; - utiliser un code de calcul aux elements finis (Printemps) et s'initier a<U+00A0> un langage de programmation pour l'ingenieur (Matlab). / - manipuler langage de programmation Matlab pour l'ingenieur; - rediger d'un rapport scientifique et technique (mini-projet). / NA / - Savoir ecrire un modele mathematique associe a<U+00A0> un probleme physique simple - Savoir le principe de la discretisation par differences finies - Savoir le principe de la methode des elements finis : interpolation, calcul elementaire, assemblage, conditions aux limites, construction d'un element finis,'. - Utilisation d'un code d'elements finis - Dans le cadre de NF04 Automne, la moitie des TD a lieu en salle machines avec utilisation du logiciel Matlab. Des scripts sont integralement fournis donnant ainsi la possibilite a l'etudiant d'apprendre le fonctionnement d'un programme d'elements finis et d'en concevoir d'autres."
"207","NF05","COMPÉTENCES NUMÉRIQUES / Bureautique apprentissage collaboratif presentation assistee par ordinateur droit  creation de pages web tableur messagerie electronique / Cet enseignement permet d'acquerir des competences dans la maîtrise des outils informatiques, des technologies de l'information et de la communication, des reseaux, des aspects juridiques et ethiques associes à l'internet, et de la recherche d'information sur le web, ainsi que la publication de donnees sur internet. / Informatique / Fondamentaux / PIX (https://pix.fr/) est une certification fran<e7>aise dispensee dans les universites pour attester de competences numeriques, dans la m'aitrise des outils informatiques et reseaux. Elle est instituee dans le but de developper, de renforcer et de valider la m'aitrise des technologies de l'information et de la communication par les etudiants en formation dans les etablissements d'enseignement superieur. Ce n'est pas un diplome mais une certification. (source wikipedia). L'objectif de l'UV est de preparer et faire passer cette certification PIX / NA / NA / D1 Travailler dans un environnement numerique D1.1 Organiser un espace de travail complexe D1.2 Securiser son espace de travail local et distant D1.3 Tenir compte des enjeux de l'interoperabilite D1.4 Perenniser ses donnees D2 Etre responsable a<U+00A0> l'ere du numerique D2.1 M'aitriser son identite numerique privee, institutionnelle et professionnelle D2.2 Veiller a<U+00A0> la protection de la vie privee et des donnees a<U+00A0> caractere personnel. D2.3 a<U+008A>tre responsable face aux reglementations concernant l'utilisation de ressources numeriques D2.4 Adopter les regles de bon usage du numerique D3 Produire, traiter, exploiter et diffuser des documents numeriques D3.1 Structurer et mettre en forme un document D3.2 Inserer des informations generees automatiquement D3.3 Realiser un document composite D3.4 Exploiter des donnees dans des feuilles de calcul D3.5 Adapter un document pour le diffuser D4 Organiser la recherche numerique d'informations D4.1 Chercher de l'information avec une demarche adaptee D4.2 Evaluer le resultat d'une recherche D4.3 Referencer une information numerique en ligne D4.4 Organiser une veille informationnelle D5 Travailler en reseau, communiquer et collaborer D5.1 Communiquer avec un ou plusieurs interlocuteurs D5.2 Organiser l'activite en ligne d'un groupe D5.3 Elaborer une production dans un contexte collaboratif / La Formation est essentiellement a<U+00A0> distance, avec quelques regroupements en presence (5 fois 4 heures) pour les travaux pratiques. Un seul cours est assure en presence, lors de la semaine de la rentree. Les examens se font sur ordinateur (epreuve theorique et pratique), en salle machine UTC, lors de la semaine des examens finaux. Plusieurs travaux pratiques entrent dans l'evaluation de l'UV (seances de TP en presence), afin de preparer les etudiants aux epreuves theoriques et pratiques qui auront lieu en fin de semestre, sur machine. Les conditions d'attribution de l'UV seront les resultats de ces travaux pratiques et la reussite a<U+00A0> la certification (epreuve theorique et pratique) : - Une epreuve theorique (sous forme QCM) pour l'ensemble des neuf modules - Une epreuve pratique (sur machine) dans chacun des neuf modules - Controle continu en TP Nombre de credits : 3 credits ECTS, qui ne compteront pas dans le profil(« UV compteur ») Remarque : l'UV est hors profil pour les branches, mais comptabilisee en Technique pour les TC"
"208","NF11","THÉORIE DES LANGAGES DE PROGRAMMATION / grammaire automate compilation / l'UV aborde les notions theoriques necessaires à la comprehension de la compilation des langages de programmation. Elle traite les phases d'analyses lexicale, syntaxique et semantique. Elle presente les grammaires regulieres et hors-contexte ainsi que les automates associes aux analyseurs. Elle aborde egalement les definitions dirigees par la syntaxe / Informatique / Systemes d'exploitation, interpreteurs, compilateurs / - analyser un programme source et de creer un compilateur ou un interpreteur de langage. / - expertiser les concepts de langage, de grammaire hors contexte et d'automate; - ecrire les differentes phases de fonctionnement d'un compilateur (Analyse lexical, Analyse syntaxique, Analyse semantique); - creer un analyseur syntaxique interpreteur d'un langage procedural grace a<U+00A0> des outils generiques (outils AntLR); - employer la generation de code; - utiliser un outils de generation de parser a<U+00A0> partir d'une grammaire; - ecrire un visiteur de l'arbre de derivation construit par le parser. / - appliquer le concept d'expression reguliere. / Elements de la theorie des langages - Alphabets et mots - Langages - Grammaires - Classification des grammaires Analyse lexicale - Langages rationnels et grammaires regulieres - Expressions regulieres - Automates finis, deterministes et non deterministes Analyse syntaxique - Grammaires hors contexte - Automates a<U+00A0> pile - Analyses ascendante et descendante Elements d'analyse semantique statique - Verification des types - Grammaires attribuees / Acquisition et manipulation des concepts de langage, de grammaire hors contexte et d'automate. Realisation d'un analyseur syntaxique interpreteur d'un langage procedural grace a<U+00A0> des outils generiques (outil AntLR). Construction d'une table des variables. Generation de code."
"209","NF15","MICROPROCESSEURS, INTERFACES ET LOGICIELS DE BASE / temps-reel programmation C microcontroleur protocoles de communication informatique embarquee / l'UV donne les outils et methodes permettant l'integration d'un microcontrôleur dans un systeme mecanique ou biomedical pour le rendre autonome, asservi ou/et connecte. Les procedes d'interaction du microcontrôleur avec capteurs, actionneurs et interfaces homme-machine seront approfondis ainsi que les techniques liees à la gestion du temps liees aux systemes embarques. / Electronique / Electronique / - Instrumenter et integrer un microcontroleur dans un systeme mecanique ou biomedical pour le rendre autonome, asservi ou/et connecte - Connaitre et implementer differents moyens de communication d'un systeme embarque et les techniques liees a<U+00A0> la gestion du temps / - Decomposer un systeme connecte/asservi/commande en sous-systemes - Analyser/detailler la fonction informatique-embarquee dans le systeme - Analyser une documentation technique pour programmer une fonction specifique sur un microcontroleur - Proposer et tester un code sur une cible (microcontroleur) dans son environnement physique (moteurs, capteurs...), le valider experimentalement - Effectuer une validation experimentale par projet de type pilotage d'un systeme mecanique/biomedical / - Analyser un cahier des charges - Utiliser des notions de gestion de projet - Travailler en collaboration avec un ou plusieurs etudiants pour atteindre un objectif de groupe / NA / NA"
"210","NF16","ALGORITHMIQUE ET STRUCTURE DE DONNÉES / structures de donnees algorithmes fichiers / presentation des structures de donnees de base en informatique ainsi que des algorithmes qui les manipulent. / Informatique / Programmation : algorithmique, langages, conception objet, programmes / concevoir et evaluer differents algorithmes de de base et choisir les structures de donnees adaptees. / - elaborer des algorithmes de resolution et choisir les structures de donnees adaptees; - evaluer les complexites algorithmiques a<U+00A0> la fois temporelle et spatiale; - etudier differents algorithmes et structures de donnees (tableau, listes ch'ainees, pile, file, arbres binaires de recherche, graphes, tri, hashcode); - mettre en oeuvre dans un langage de programmation donne. / - identifier les algorithmes et structures de donnees associees; - cooperer au sein d&#8217;une equipe; - valoriser les resultats d&#8217;un projet sous la forme d&#8217;une demonstration orale; - rediger un rapport. / NA / Avoir sensibilise l'etudiant a<U+00A0> l'importance des notions et sujet abordes. Qu'il ait acquis quelques elements qui lui permettront d'aborder les autres UV du cursus avec des bases minimales. Bien lui faire comprendre que cette UV ne lui donne que l'ABC."
"211","NF18","CONCEPTION DE BASES DE DONNÉES RELATIONNELLES ET NON RELATIONNELLES / bases de donnees non-relationnelles creation et interrogation de bases de donnees modelisation relationnelle / L'objectif de l'UV est de d'amener les etudiants à maîtriser la conception de bases de donnees relationnelles et à comprendre les principes des bases de donnees non-relationnelles. / Informatique / Bases et fichiers de donnees / A l'issue de l'enseignement, l'etudiant sera capable de mobiliser les outils conceptuels, methodologiques et technologiques pour la conception et la realisation de bases de donnees relationnelles, et conn'aitra les principes des bases de donnees non-relationnelles comme MongoDB. / 1 mener un projet de base de donnees 2 realiser et interpreter un modele conceptuel de donnees en UML 3 realiser un modele logique de donnees relationnel normalise en 3NF, notamment a<U+00A0> partir d'un modele conceptuel de donnees 4 ecrire des requetes en algebre relationnelle 5 utiliser le langage SQL pour creer et interroger une base de donnees 6 realiser des applications de bases de donnees (ex : Python) 7 utiliser des langages proceduraux de bases de donnees (ex : PL/SQL) 8 comprendre et utiliser des bases de donnees non-relationnelles, comme MongoDB ou du stockage dans des attributs JSON 9 mobiliser la gestion des transactions en SQL 10 exploiter les techniques d'optimisation des bases de donnees. / 11 realiser et interpreter une analyse et une modelisation de probleme 12 realiser un projet modeste du debut a<U+00A0> la fin en petit groupe (clarification, analyse, developpement, cloture) 13 mobiliser un esprit critique face aux technologies (veille, evaluation, choix). / NA / NA"
"212","NF22","MICRO-ORDINATEURS ET APPLICATIONS / micro-ordinateur Visual Basic Excel Access / L'objectif de cette UV est de permettre aux non-informaticiens de dominer l'utilisation d'un micro-ordinateur. On y aborde quelques notions d'algorithmie, puis une initiation à la manipulation de logiciels courants dans les applications de bureautique (Visual Basic, Excel et Access), et enfin, une introduction à l'architecture et la communication entre ordinateurs. / Informatique / Fondamentaux / - dominer l'utilisation d'un micro-ordinateur. / - donner un minimum d'elements pour savoir ecrire un algorithme; - comprendre le role particulier du systeme d'exploitation d'un ordinateur; - conn'aitre la structure et le fonctionnement interne d'un ordinateur; - comprendre les fondements d'Internet, l'utiliser et s'initier aux techniques multimedia. - utiliser les logiciels Visual Basic, Excel et Access (pratique approfondie en TD et lors des projets) / NA / Algorithmie Visual Basic Les bases de donnees Les systemes d'exploitation Le materiel informatique Internet, reseaux et technologies multimedia / Etre capable de programmer (avec Visual Basic ), que ce soit pour la creation de programmes independants ou de macros d'Excel ou d'Access. Etre capable de choisir un micro-ordianteur adapte a<U+00A0> vos besoins (et a<U+00A0> vos finances!)"
"213","NF23","SIMULATION DES OPÉRATIONS EN GÉNIE DES PROCÉDÉS / simulation operations unitaires logiciel HYSYS / L'enseignement est porte sur la comprehension des principes fondamentaux de la simulation des operations unitaires en genie des procedes. Le choix des modeles thermodynamiques, apprentissage des outils de simulation tel que le logiciel HYSYS et etablissement des bilans y sont etudies à travers de nombreux exemples. / Non renseigne / Non renseigne / NA / NA / NA / NA / NA"
