"","Code","Mots_cles","Description","mix"
"173","MQ04","thermoplastiques amorphes et semi-cristallins thermodurcissables elastomeres comportement viscoelastique comportement caoutchoutique modelisation et rheologie endommagement et rupture mise en oeuvre","l'UV presente les elements essentiels pour la connaissance des polymeres et de leurs proprietes specifiques en vue de l'utilisation de ces materiaux dans un secteur d'activites donne.","thermoplastiques amorphes et semi-cristallins thermodurcissables elastomeres comportement viscoelastique comportement caoutchoutique modelisation et rheologie endommagement et rupture mise en oeuvre l'UV presente les elements essentiels pour la connaissance des polymeres et de leurs proprietes specifiques en vue de l'utilisation de ces materiaux dans un secteur d'activites donne."
"174","MQ05","frottement usure traitements de surfaces mecanique de surfaces revetements choix des materiaux en tribologie lubrification","Tribologie est une science qui s'interesse aux frottements, usure et lubrification des organes mecaniques en contact. L'UV MQ05 concerne l'enseignement des problemes lies aux actions de contact entre solides en mouvement relatif en vue d'un choix rationnel des solutions conduisant à reduire la consommation d'energie et augmenter la duree de vie et la fiabilite des systemes mecaniques.","frottement usure traitements de surfaces mecanique de surfaces revetements choix des materiaux en tribologie lubrification Tribologie est une science qui s'interesse aux frottements, usure et lubrification des organes mecaniques en contact. L'UV MQ05 concerne l'enseignement des problemes lies aux actions de contact entre solides en mouvement relatif en vue d'un choix rationnel des solutions conduisant à reduire la consommation d'energie et augmenter la duree de vie et la fiabilite des systemes mecaniques."
"175","MQ06","elements finis coques plaques poutres barres solides statique vibratoire","la methode des elements finis est presentee pour le calcul lineaire des structures, en regime statique et vibratoire. Les structures constituees de barres, poutres, plaques, coques, et solides sont etudiees. La qualite des modeles elements finis, pour le traitement des problemes industriels, est traitee. Un logiciel elements finis de reference est utilise dans le cadre des travaux pratiques et du mini-projet.","elements finis coques plaques poutres barres solides statique vibratoire la methode des elements finis est presentee pour le calcul lineaire des structures, en regime statique et vibratoire. Les structures constituees de barres, poutres, plaques, coques, et solides sont etudiees. La qualite des modeles elements finis, pour le traitement des problemes industriels, est traitee. Un logiciel elements finis de reference est utilise dans le cadre des travaux pratiques et du mini-projet."
"176","MQ07","deterioration durabilite corrosion haute temperature fissuration materiaux traitements de surface revetements","L'UV aborde les materiaux metalliques et composites classiquement utilises dans les domaines de l'energie et des transports, lorsque les conditions d'emploi atteignent des temperatures suffisamment elevees pour activer des modes de degradation specifiques (centrales nucleaires, UVED, turbines terrestres, centrales à gaz ou à charbon, reacteurs d'avions, moteurs thermiques, ...).","deterioration durabilite corrosion haute temperature fissuration materiaux traitements de surface revetements L'UV aborde les materiaux metalliques et composites classiquement utilises dans les domaines de l'energie et des transports, lorsque les conditions d'emploi atteignent des temperatures suffisamment elevees pour activer des modes de degradation specifiques (centrales nucleaires, UVED, turbines terrestres, centrales à gaz ou à charbon, reacteurs d'avions, moteurs thermiques, ...)."
"177","MQ08","cristallographie dislocations diagrammes de phase traitement thermique acier aluminium aeronautique et automobile Corrosion","L'UV MQ08 aborde les alliages metalliques sous l'angle de leur microstructure en s'interessant à l'effet de la thermique des procedes d'elaboration ou de mise en forme sur la microstructure (fonderie, fabrication additive, ...), le recours aux traitements thermiques, et l'impact de la microstructure sur les proprietes mecaniques usuelles. Par ailleurs, la degradation des alliages metalliques par corrosion est egalement abordee dans l'UV.","cristallographie dislocations diagrammes de phase traitement thermique acier aluminium aeronautique et automobile Corrosion L'UV MQ08 aborde les alliages metalliques sous l'angle de leur microstructure en s'interessant à l'effet de la thermique des procedes d'elaboration ou de mise en forme sur la microstructure (fonderie, fabrication additive, ...), le recours aux traitements thermiques, et l'impact de la microstructure sur les proprietes mecaniques usuelles. Par ailleurs, la degradation des alliages metalliques par corrosion est egalement abordee dans l'UV."
"178","MQ09","Structure Vibration Systeme continu Dimensionnement vibratoire","MQ09 presente les methodes de dimensionnement et d'analyse vibratoires des systemes continus : 1D (corde, poutre), 2D (membrane, plaque, coque, structure composite). La presentation des modes des structures academiques, leur couplage et la reponse à differents types de sollicitations (impact, machine tournante, turbulence) est completee par l'introduction à l'analyse modale experimentale et à la fatigue vibratoire.","Structure Vibration Systeme continu Dimensionnement vibratoire MQ09 presente les methodes de dimensionnement et d'analyse vibratoires des systemes continus : 1D (corde, poutre), 2D (membrane, plaque, coque, structure composite). La presentation des modes des structures academiques, leur couplage et la reponse à differents types de sollicitations (impact, machine tournante, turbulence) est completee par l'introduction à l'analyse modale experimentale et à la fatigue vibratoire."
"179","MQ10","lois de comportement fatigue criteres de plasticite endommagement et rupture tenue en service et duree de vie fluage microstructure alliages metalliques","Les proprietes mecaniques des materiaux metalliques sont expliquees en relation avec leur microstructure, afin de donner des lois de comportement applicables au calcul des structures, et de degager des concepts deterministes utiles pour le contrôle-qualite et la durabilite des structures.","lois de comportement fatigue criteres de plasticite endommagement et rupture tenue en service et duree de vie fluage microstructure alliages metalliques Les proprietes mecaniques des materiaux metalliques sont expliquees en relation avec leur microstructure, afin de donner des lois de comportement applicables au calcul des structures, et de degager des concepts deterministes utiles pour le contrôle-qualite et la durabilite des structures."
"180","MQ11","Composites Polymeres Pseudoplasticite Metaux Viscoelasticite Ecrouissage Mise en forme/oeuvre Fabrication Additive Etat poudreux/liquide/semi-liquide/solide","L'objectif de l'UV est d'apporter aux etudiants les connaissances de base sur les principaux procedes et les nouvelles technologies utilises dans la mise en forme/oeuvre des differentes familles de materiaux (polymeres, composites et metalliques), avec un apercu sur leurs techniques d'assemblage et leurs fonctionnalisations.","Composites Polymeres Pseudoplasticite Metaux Viscoelasticite Ecrouissage Mise en forme/oeuvre Fabrication Additive Etat poudreux/liquide/semi-liquide/solide L'objectif de l'UV est d'apporter aux etudiants les connaissances de base sur les principaux procedes et les nouvelles technologies utilises dans la mise en forme/oeuvre des differentes familles de materiaux (polymeres, composites et metalliques), avec un apercu sur leurs techniques d'assemblage et leurs fonctionnalisations."
"181","MQ12","proprietes d'emploi socio-economie approvisionnement recyclage performances du produit cahier des charges procedes","le choix du couple materiau/procede pour une realisation donnee est un probleme tres complexe. l'objectif de cette UV est de sensibiliser les etudiants au choix adapte et de leur donner les elements types de la demarche à suivre pour assurer la conception optimisee d'un produit, d'un objet, d'une structure et satisfaire leur bon usage. Les applications proposees concernent à la fois les secteurs d'activite technologique et biotechnologique.","proprietes d'emploi socio-economie approvisionnement recyclage performances du produit cahier des charges procedes le choix du couple materiau/procede pour une realisation donnee est un probleme tres complexe. l'objectif de cette UV est de sensibiliser les etudiants au choix adapte et de leur donner les elements types de la demarche à suivre pour assurer la conception optimisee d'un produit, d'un objet, d'une structure et satisfaire leur bon usage. Les applications proposees concernent à la fois les secteurs d'activite technologique et biotechnologique."
"182","MQ13","materiaux heterogenes Theorie de la stratification Mise en oeuvre orthotropie critere de rupture essais mecaniques elasticite orthotrope endommagement theorie du pli elementaire","A l'issue de la formation, l'etudiant sera capable de designer une structure composite en prenant en compte, l'interaction entre les differents aspects contribuant à la qualite et la viabilite d'une solution composite: la mise en oeuvre,la forme geometrique et les proprietes mecaniques (elasticite et rupture)","materiaux heterogenes Theorie de la stratification Mise en oeuvre orthotropie critere de rupture essais mecaniques elasticite orthotrope endommagement theorie du pli elementaire A l'issue de la formation, l'etudiant sera capable de designer une structure composite en prenant en compte, l'interaction entre les differents aspects contribuant à la qualite et la viabilite d'une solution composite: la mise en oeuvre,la forme geometrique et les proprietes mecaniques (elasticite et rupture)"
"183","MQ14","conception dimensionnement optimisation de forme elements finis probleme inverse identification optimisation topologique algorithmes genetiques optimisation topologique","il s'agit d'initier les eleves ingenieurs aux outils numeriques d'optimisation pour leur utilisation en conception de structures ou systemes mecaniques (theorie, programmation, utilisation d'un code du marche).","conception dimensionnement optimisation de forme elements finis probleme inverse identification optimisation topologique algorithmes genetiques optimisation topologique il s'agit d'initier les eleves ingenieurs aux outils numeriques d'optimisation pour leur utilisation en conception de structures ou systemes mecaniques (theorie, programmation, utilisation d'un code du marche)."
"184","MQ16","Elements finis Crash non linearites contact","Il s'agit d'initier les eleves ingenieurs à la modelisation des problemes de crash notamment dans le domaine des transports où les enjeux de securite deviennent de nos jours un facteur important pour les industriels. Les notions abordes concernent : la modelisation des assemblages de structures complexes (caisse en blanc de vehicule), les schemas d'integration, les formulations de modeles EF coque et solide pour le crash, les modes Hourglass.","Elements finis Crash non linearites contact Il s'agit d'initier les eleves ingenieurs à la modelisation des problemes de crash notamment dans le domaine des transports où les enjeux de securite deviennent de nos jours un facteur important pour les industriels. Les notions abordes concernent : la modelisation des assemblages de structures complexes (caisse en blanc de vehicule), les schemas d'integration, les formulations de modeles EF coque et solide pour le crash, les modes Hourglass."
"185","MQ17","polymeres cristallographie composites elasticite plasticite fragilite alliages metalliques corrosion liaisons chimiques fatigue","Le but est d'apporter aux etudiants de debut de cycle d'ingenieur la culture de base sur le comportement mecanique des differentes familles de materiaux et tout particulierement sur la relation entre les proprietes mecaniques etudiees et la microstructure des materiaux, ainsi que leurs defauts. A l'issue de l'enseignement, l'etudiant sera capable d'expliciter le lien entre la microstructure d'un materiau et ses principales proprietes mecaniques.","polymeres cristallographie composites elasticite plasticite fragilite alliages metalliques corrosion liaisons chimiques fatigue Le but est d'apporter aux etudiants de debut de cycle d'ingenieur la culture de base sur le comportement mecanique des differentes familles de materiaux et tout particulierement sur la relation entre les proprietes mecaniques etudiees et la microstructure des materiaux, ainsi que leurs defauts. A l'issue de l'enseignement, l'etudiant sera capable d'expliciter le lien entre la microstructure d'un materiau et ses principales proprietes mecaniques."
"186","MQ18","torseurs liaisons cinematique dynamique tenseur d'inertie equilibrage gyroscope vitesses et puissances virtuelles logiciel de simulation dynamique","A l'issue de l'enseignement, l'etudiant sera capable d'expertiser le comportement dynamique d'un systeme mecanique compose de solides rigides (modeliser, analyser, comprendre et expliquer). Pratique d'un logiciel industriel de simulation cinematique et dynamique.","torseurs liaisons cinematique dynamique tenseur d'inertie equilibrage gyroscope vitesses et puissances virtuelles logiciel de simulation dynamique A l'issue de l'enseignement, l'etudiant sera capable d'expertiser le comportement dynamique d'un systeme mecanique compose de solides rigides (modeliser, analyser, comprendre et expliquer). Pratique d'un logiciel industriel de simulation cinematique et dynamique."
"187","MQ19","dynamique explicite elements finis vibrations modes propres reponse frequentielle reponse temporelle superposition modale integration directe dynamique des structures","Presenter les principes et methodes pour la formulation et la resolution numerique des problemes de la dynamique lineaire des structures et systemes deformables:modes propres, reponse en frequence et reponse temporelle. La methode des elements finis est utilisee pour discretiser les systemes. Les applications se font sur un code de calcul dynamique de reference dans l'industrie.","dynamique explicite elements finis vibrations modes propres reponse frequentielle reponse temporelle superposition modale integration directe dynamique des structures Presenter les principes et methodes pour la formulation et la resolution numerique des problemes de la dynamique lineaire des structures et systemes deformables:modes propres, reponse en frequence et reponse temporelle. La methode des elements finis est utilisee pour discretiser les systemes. Les applications se font sur un code de calcul dynamique de reference dans l'industrie."
"188","MQ20","mecanique des fluides mecanique des solides elasticite viscosimetrie","A l'issue de la formation, l'etudiant sera capable de donner les concepts de base sur l'analyse des efforts, des deformations et des taux de deformation dans un milieu continu homogene fluide ou solide et les mettre en oeuvre dans des situations simples comme la traction, la compression, la flexion de solides et certains ecoulements de liquides.","mecanique des fluides mecanique des solides elasticite viscosimetrie A l'issue de la formation, l'etudiant sera capable de donner les concepts de base sur l'analyse des efforts, des deformations et des taux de deformation dans un milieu continu homogene fluide ou solide et les mettre en oeuvre dans des situations simples comme la traction, la compression, la flexion de solides et certains ecoulements de liquides."
"189","MS01","electrons spectroscopies microscopies confocal absorption emission atomique fluorescence rheologie caracterisation des tissus mous","Initiation aux principes physiques des methodes modernes d'analyse. Sont abordees : les spectroscopies atomiques (flamme, SDL) et moleculaires (IR, SM, UV, RMN), les microscopies optiques, electroniques et à force atomique.","electrons spectroscopies microscopies confocal absorption emission atomique fluorescence rheologie caracterisation des tissus mous Initiation aux principes physiques des methodes modernes d'analyse. Sont abordees : les spectroscopies atomiques (flamme, SDL) et moleculaires (IR, SM, UV, RMN), les microscopies optiques, electroniques et à force atomique."
"190","MS02","acquisition de donnees  capteurs  instrumentation","L'UV a pour objectif de donner aux etudiants une culture technologique etendue sur les differents capteurs rencontres en milieu industriel et sur leurs utilisations (metrologie, acquisition de donnees). Les etudiants seront capables de choisir, d'apres les criteres fixes par le cahier des charges, le(s) capteur(s).","acquisition de donnees  capteurs  instrumentation L'UV a pour objectif de donner aux etudiants une culture technologique etendue sur les differents capteurs rencontres en milieu industriel et sur leurs utilisations (metrologie, acquisition de donnees). Les etudiants seront capables de choisir, d'apres les criteres fixes par le cahier des charges, le(s) capteur(s)."
"191","MS03","Methodes experimentales Vibrations Acoustique Vibro-acoustique","Apres une initiation aux methodes experimentales avancees en acoustique et vibrations, cette UV se developpe sous le format d'un atelier projet, en reponse à un cahier des charges soumis par un partenaire industriel. Les etudiants realisent en autonomie une etude experimentale dont les resultats pourront être confrontes à des resultats issus de simulation.","Methodes experimentales Vibrations Acoustique Vibro-acoustique Apres une initiation aux methodes experimentales avancees en acoustique et vibrations, cette UV se developpe sous le format d'un atelier projet, en reponse à un cahier des charges soumis par un partenaire industriel. Les etudiants realisent en autonomie une etude experimentale dont les resultats pourront être confrontes à des resultats issus de simulation."
"192","MT09","systemes lineaires moindres carres equations non-lineaires interpolation integration numerique equations differentielles","l'analyse numerique est un outil essentiel pour l'ingenieur. l'objectif de l'UV est de faire prendre conscience aux etudiants que la simulation de la majorite des phenomenes reels conduit à des modeles dont la resolution mathematique exacte est impossible. On est donc conduit à chercher des solutions approchees par des algorithmes numeriques que l'on programme sur ordinateur.","systemes lineaires moindres carres equations non-lineaires interpolation integration numerique equations differentielles l'analyse numerique est un outil essentiel pour l'ingenieur. l'objectif de l'UV est de faire prendre conscience aux etudiants que la simulation de la majorite des phenomenes reels conduit à des modeles dont la resolution mathematique exacte est impossible. On est donc conduit à chercher des solutions approchees par des algorithmes numeriques que l'on programme sur ordinateur."
"193","MT10","groupes arithmetique corps polynomes calcul formel anneaux cryptographie factorisation corps finis courbes elliptiques","Les structures fondamentales de l'algebre (groupes, anneaux, corps) sont presentees et mises en pratique par le calcul formel (SageMath, ou Python, en TP), via des algorithmes (exponentiation modulaire, Euclide, Pollard, ...). A l'issue de l'enseignement, l'etudiant sera capable de mobiliser les structures fondamentales de l'algebre pour la conception d'algorithmes de cryptographie et de codage.","groupes arithmetique corps polynomes calcul formel anneaux cryptographie factorisation corps finis courbes elliptiques Les structures fondamentales de l'algebre (groupes, anneaux, corps) sont presentees et mises en pratique par le calcul formel (SageMath, ou Python, en TP), via des algorithmes (exponentiation modulaire, Euclide, Pollard, ...). A l'issue de l'enseignement, l'etudiant sera capable de mobiliser les structures fondamentales de l'algebre pour la conception d'algorithmes de cryptographie et de codage."
"194","MT11","Algebre Geometrie Analyse","L'UV propose une synthese des mathematiques du premier cycle : fonctions d'une ou plusieurs variables, courbes et surfaces, integrales simples et multiples, equations differentielles, bases de l'algebre lineaire. L'enseignement se presente sous forme d'un cours-TD fonde sur un document integrant cours et exercices.","Algebre Geometrie Analyse L'UV propose une synthese des mathematiques du premier cycle : fonctions d'une ou plusieurs variables, courbes et surfaces, integrales simples et multiples, equations differentielles, bases de l'algebre lineaire. L'enseignement se presente sous forme d'un cours-TD fonde sur un document integrant cours et exercices."
"195","MT12","Modelisation, Distribution Convolution, Optimisation Series de Fourier Transformee en ondelettes Transformees de Fourier et Laplace","L'UV presente les mathematiques de base utiles pour l'ingenieur de toute branche de l'UTC. En particulier les principes de modelisation et explique les mathematiques necessaires pour comprendre de nombreux phenomenes physiques et mecaniques : les distributions, les series de Fourier, la convolution, les transformees de Fourier et Laplace et quelques elements d'ondelettes.","Modelisation, Distribution Convolution, Optimisation Series de Fourier Transformee en ondelettes Transformees de Fourier et Laplace L'UV presente les mathematiques de base utiles pour l'ingenieur de toute branche de l'UTC. En particulier les principes de modelisation et explique les mathematiques necessaires pour comprendre de nombreux phenomenes physiques et mecaniques : les distributions, les series de Fourier, la convolution, les transformees de Fourier et Laplace et quelques elements d'ondelettes."
"196","MU01","musique instrument orchestre","Cette UV vise à permettre, aux etudiants ayant dejà une maitrise de leur instrument, de pratiquer collectivement cet instrument et de developper leurs competences.","musique instrument orchestre Cette UV vise à permettre, aux etudiants ayant dejà une maitrise de leur instrument, de pratiquer collectivement cet instrument et de developper leurs competences."
"197","MU03","Pratique collective Jazz Improvisation","cette UV permettra une pratique collective des musiques ecrites et improvisees s'inscrivant dans une esthetique de notre temps, principalement le jazz.Cela permettra de developper les techniques d'interpretation et d'improvisation.","Pratique collective Jazz Improvisation cette UV permettra une pratique collective des musiques ecrites et improvisees s'inscrivant dans une esthetique de notre temps, principalement le jazz.Cela permettra de developper les techniques d'interpretation et d'improvisation."
"198","NA05","Bureautique apprentissage collaboratif droit  creation de pages web","Preparation en autonomie et passage en fin de semestre de la certification nationale PIX. Aucun cours, ni TD ou TP. Uniquement une epreuve finale en salle (PIX) et des entrainements en ligne durant le semestre. Une information generale lors du cours de NF05 la semaine de rentree.","Bureautique apprentissage collaboratif droit  creation de pages web Preparation en autonomie et passage en fin de semestre de la certification nationale PIX. Aucun cours, ni TD ou TP. Uniquement une epreuve finale en salle (PIX) et des entrainements en ligne durant le semestre. Une information generale lors du cours de NF05 la semaine de rentree."
"199","NF02","electronique numerique microprocesseurs interfaces programmation assembleur","Cette UV permet d'introduire les notions de base necessaires à la comprehension des principes d'electronique numerique, de l'architecture et du fonctionnement des microprocesseurs.","electronique numerique microprocesseurs interfaces programmation assembleur Cette UV permet d'introduire les notions de base necessaires à la comprehension des principes d'electronique numerique, de l'architecture et du fonctionnement des microprocesseurs."
"200","NF04","Methode des elements finis Calcul integral et matriciel de base Methode des differences finies","Cette UV presente la description mathematique des problemes de l'ingenieur, la modelisation numerique, la realisation et l'utilisation d'un logiciel industriel (P) ou d'outils sous Matlab (A). Les applications traitent de problemes stationnaires ou non et appliques aux domaines de la thermique, mecanique, acoustique, fluide et phenomene de transport.","Methode des elements finis Calcul integral et matriciel de base Methode des differences finies Cette UV presente la description mathematique des problemes de l'ingenieur, la modelisation numerique, la realisation et l'utilisation d'un logiciel industriel (P) ou d'outils sous Matlab (A). Les applications traitent de problemes stationnaires ou non et appliques aux domaines de la thermique, mecanique, acoustique, fluide et phenomene de transport."
"201","NF05","Bureautique apprentissage collaboratif presentation assistee par ordinateur droit  creation de pages web tableur messagerie electronique","Cet enseignement permet d'acquerir des competences dans la maîtrise des outils informatiques, des technologies de l'information et de la communication, des reseaux, des aspects juridiques et ethiques associes à l'internet, et de la recherche d'information sur le web, ainsi que la publication de donnees sur internet.","Bureautique apprentissage collaboratif presentation assistee par ordinateur droit  creation de pages web tableur messagerie electronique Cet enseignement permet d'acquerir des competences dans la maîtrise des outils informatiques, des technologies de l'information et de la communication, des reseaux, des aspects juridiques et ethiques associes à l'internet, et de la recherche d'information sur le web, ainsi que la publication de donnees sur internet."
"202","NF11","grammaire automate compilation","l'UV aborde les notions theoriques necessaires à la comprehension de la compilation des langages de programmation. Elle traite les phases d'analyses lexicale, syntaxique et semantique. Elle presente les grammaires regulieres et hors-contexte ainsi que les automates associes aux analyseurs. Elle aborde egalement les definitions dirigees par la syntaxe","grammaire automate compilation l'UV aborde les notions theoriques necessaires à la comprehension de la compilation des langages de programmation. Elle traite les phases d'analyses lexicale, syntaxique et semantique. Elle presente les grammaires regulieres et hors-contexte ainsi que les automates associes aux analyseurs. Elle aborde egalement les definitions dirigees par la syntaxe"
"203","NF15","temps-reel programmation C microcontroleur protocoles de communication informatique embarquee","l'UV donne les outils et methodes permettant l'integration d'un microcontrôleur dans un systeme mecanique ou biomedical pour le rendre autonome, asservi ou/et connecte. Les procedes d'interaction du microcontrôleur avec capteurs, actionneurs et interfaces homme-machine seront approfondis ainsi que les techniques liees à la gestion du temps liees aux systemes embarques.","temps-reel programmation C microcontroleur protocoles de communication informatique embarquee l'UV donne les outils et methodes permettant l'integration d'un microcontrôleur dans un systeme mecanique ou biomedical pour le rendre autonome, asservi ou/et connecte. Les procedes d'interaction du microcontrôleur avec capteurs, actionneurs et interfaces homme-machine seront approfondis ainsi que les techniques liees à la gestion du temps liees aux systemes embarques."
"204","NF16","structures de donnees algorithmes fichiers","presentation des structures de donnees de base en informatique ainsi que des algorithmes qui les manipulent.","structures de donnees algorithmes fichiers presentation des structures de donnees de base en informatique ainsi que des algorithmes qui les manipulent."
"205","NF18","bases de donnees non-relationnelles creation et interrogation de bases de donnees modelisation relationnelle","L'objectif de l'UV est de d'amener les etudiants à maîtriser la conception de bases de donnees relationnelles et à comprendre les principes des bases de donnees non-relationnelles.","bases de donnees non-relationnelles creation et interrogation de bases de donnees modelisation relationnelle L'objectif de l'UV est de d'amener les etudiants à maîtriser la conception de bases de donnees relationnelles et à comprendre les principes des bases de donnees non-relationnelles."
"206","NF22","micro-ordinateur Visual Basic Excel Access","L'objectif de cette UV est de permettre aux non-informaticiens de dominer l'utilisation d'un micro-ordinateur. On y aborde quelques notions d'algorithmie, puis une initiation à la manipulation de logiciels courants dans les applications de bureautique (Visual Basic, Excel et Access), et enfin, une introduction à l'architecture et la communication entre ordinateurs.","micro-ordinateur Visual Basic Excel Access L'objectif de cette UV est de permettre aux non-informaticiens de dominer l'utilisation d'un micro-ordinateur. On y aborde quelques notions d'algorithmie, puis une initiation à la manipulation de logiciels courants dans les applications de bureautique (Visual Basic, Excel et Access), et enfin, une introduction à l'architecture et la communication entre ordinateurs."
"207","NF23","simulation operations unitaires logiciel HYSYS","L'enseignement est porte sur la comprehension des principes fondamentaux de la simulation des operations unitaires en genie des procedes. Le choix des modeles thermodynamiques, apprentissage des outils de simulation tel que le logiciel HYSYS et etablissement des bilans y sont etudies à travers de nombreux exemples.","simulation operations unitaires logiciel HYSYS L'enseignement est porte sur la comprehension des principes fondamentaux de la simulation des operations unitaires en genie des procedes. Le choix des modeles thermodynamiques, apprentissage des outils de simulation tel que le logiciel HYSYS et etablissement des bilans y sont etudies à travers de nombreux exemples."
"208","NF24","modelisation et simulation des procedes couplage phenomenes physiques COMSOL Scilab","L'enseignement est axe sur la modelisation des procedes. Des outils numeriques (Scilab et COMSOL Multiphysics) seront utilises pour mettre en equations et resoudre numeriquement des problemes en genie des procedes (bilans et transfert de matiere, ecoulement de fluides, transfert de chaleur, calcul reacteur, ...).","modelisation et simulation des procedes couplage phenomenes physiques COMSOL Scilab L'enseignement est axe sur la modelisation des procedes. Des outils numeriques (Scilab et COMSOL Multiphysics) seront utilises pour mettre en equations et resoudre numeriquement des problemes en genie des procedes (bilans et transfert de matiere, ecoulement de fluides, transfert de chaleur, calcul reacteur, ...)."
"209","NF28","Interaction homme-machine Interfaces graphiques Developpement d'applications mobiles Realite virtuelle JavaFX UV design","Cette UV presente les methodes et outils utilises pour la conception, le developpement et l'evaluation de systemes interactifs. Elle aborde notamment l'ergonomie des interfaces, le developpement des interfaces graphiques et le developpement mobile. A l'issue de l'enseignement, l'etudiant sera capable de realiser des interfaces ergonomiques sur differents supports.","Interaction homme-machine Interfaces graphiques Developpement d'applications mobiles Realite virtuelle JavaFX UV design Cette UV presente les methodes et outils utilises pour la conception, le developpement et l'evaluation de systemes interactifs. Elle aborde notamment l'ergonomie des interfaces, le developpement des interfaces graphiques et le developpement mobile. A l'issue de l'enseignement, l'etudiant sera capable de realiser des interfaces ergonomiques sur differents supports."
"210","PH01","technique metaphysique morale anthropologie esthetique politique epistemologie","Le cours propose une lecture problematisee de l'histoire de la philosophie, comme emergence progressive de l'empirisme, de l'utilitarisme et du relativisme contemporains, en face des modeles antiques, et ouvre ainsi un espace de debat où les etudiant.e.s sont appeles à se situer. Les theses philosophiques sont travaillees en lien avec des oeuvres cinematographiques.","technique metaphysique morale anthropologie esthetique politique epistemologie Le cours propose une lecture problematisee de l'histoire de la philosophie, comme emergence progressive de l'empirisme, de l'utilitarisme et du relativisme contemporains, en face des modeles antiques, et ouvre ainsi un espace de debat où les etudiant.e.s sont appeles à se situer. Les theses philosophiques sont travaillees en lien avec des oeuvres cinematographiques."
"211","PH02","collectifs paradigme experience/epreuve ingenieur contemporain construction de problemes","Comment distinguer l'activite de l'ingenieur de celle du scientifique ? En quel sens la posture de l'ingenieur contemporain se rapproche-t-elle de celle du philosophe ? Nous explorerons ces questions, à la fois epistemologiques et sociologiques, à travers des debats et des lectures collectives. Vous les traiterez egalement dans le cadre de la realisation d'un dossier sur un theme de votre choix.","collectifs paradigme experience/epreuve ingenieur contemporain construction de problemes Comment distinguer l'activite de l'ingenieur de celle du scientifique ? En quel sens la posture de l'ingenieur contemporain se rapproche-t-elle de celle du philosophe ? Nous explorerons ces questions, à la fois epistemologiques et sociologiques, à travers des debats et des lectures collectives. Vous les traiterez egalement dans le cadre de la realisation d'un dossier sur un theme de votre choix."
"212","PH09","ethique morale responsabilite valeurs risque humain","L'UV entend introduire les etudiant(e)s à la connaissance des differents courants de la philosophie morale (ethique des vertus, deontologisme, consequentialisme, pragmatisme), mais aussi presenter les principaux developpements en ethique appliquee (ethique environnementale, ethique medicale, ethique du numerique etc.), en lien avec les questions que soulevent aujourd'hui les sciences et les techniques","ethique morale responsabilite valeurs risque humain L'UV entend introduire les etudiant(e)s à la connaissance des differents courants de la philosophie morale (ethique des vertus, deontologisme, consequentialisme, pragmatisme), mais aussi presenter les principaux developpements en ethique appliquee (ethique environnementale, ethique medicale, ethique du numerique etc.), en lien avec les questions que soulevent aujourd'hui les sciences et les techniques"
"213","PH10","phenomenologie indexation representation de contenus hypermedias industries culturelles","Quels sont les effets du cinema et de la television sur les societes et les manieres de penser ? Quels sont les mecanismes fondamentaux de la conscience qui rendent possible l'efficacite du cinema ou de la television ? Le cours abordera ces questions theoriquement. Les TDs les pratiqueront concretement, à travers des exposes et/ou l'experimentation des technologies numeriques dans l'analyse de contenus audiovisuels.","phenomenologie indexation representation de contenus hypermedias industries culturelles Quels sont les effets du cinema et de la television sur les societes et les manieres de penser ? Quels sont les mecanismes fondamentaux de la conscience qui rendent possible l'efficacite du cinema ou de la television ? Le cours abordera ces questions theoriquement. Les TDs les pratiqueront concretement, à travers des exposes et/ou l'experimentation des technologies numeriques dans l'analyse de contenus audiovisuels."
"214","PR00","projet gestion de projet realisation","l'objectif de l'UV est de faire participer les etudiants à la realisation d'un projet sous la supervision d'un enseignant.","projet gestion de projet realisation l'objectif de l'UV est de faire participer les etudiants à la realisation d'un projet sous la supervision d'un enseignant."
"215","PS05","acoustique physique modelisation","le but de cette UV est de fournir les outils necessaires à la modelisation et à la mise en equation des problemes de l'acoustique.","acoustique physique modelisation le but de cette UV est de fournir les outils necessaires à la modelisation et à la mise en equation des problemes de l'acoustique."
"216","PS09","acoustique mesure vibration","La dimension bruit est aujourd'hui un element essentiel pour decrire la qualite d'un environnement ou d'un produit. Dans la conception ou l'amelioration d'un avion, d'une automobile, d'une machine à laver, d'un batiment, des caracteristiques acoustiques sont inscrites au cahier des charges. L'UV PS09 est une introduction à l'acoustique et aborde les aspects physiques, metrologiques et regles de conception pour l'industrie mecanique et le batiment","acoustique mesure vibration La dimension bruit est aujourd'hui un element essentiel pour decrire la qualite d'un environnement ou d'un produit. Dans la conception ou l'amelioration d'un avion, d'une automobile, d'une machine à laver, d'un batiment, des caracteristiques acoustiques sont inscrites au cahier des charges. L'UV PS09 est une introduction à l'acoustique et aborde les aspects physiques, metrologiques et regles de conception pour l'industrie mecanique et le batiment"
